tile_X_Y,image_fname,label_fname,class_name,xabs,yabs,width,height
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,132.0,49.0,171.0,89.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,357.0,5.0,413.0,67.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,290.0,99.0,340.0,143.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,228.0,74.0,271.0,106.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,159.0,123.0,195.0,159.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,171.0,48.0,204.0,96.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedcommercialbuilding,196.0,115.0,216.0,157.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,29.0,49.0,87.0,86.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,180.0,244.0,230.0,290.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,164.0,181.0,209.0,224.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,366.0,155.0,412.0,187.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedcommercialbuilding,390.0,354.0,429.0,388.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedcommercialbuilding,299.0,368.0,336.0,413.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedresidentialbuilding,376.0,233.0,407.0,274.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedcommercialbuilding,346.0,273.0,377.0,304.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedresidentialbuilding,300.0,263.0,340.0,296.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedresidentialbuilding,299.0,247.0,320.0,261.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,289.0,215.0,314.0,233.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,318.0,216.0,337.0,235.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,162.0,307.0,213.0,341.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,46.0,349.0,104.0,375.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedcommercialbuilding,72.0,403.0,97.0,425.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,481.0,274.0,511.0,315.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,482.0,143.0,511.0,175.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,undamagedcommercialbuilding,486.0,239.0,511.0,267.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,314.0,306.0,365.0,358.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,288.0,153.0,321.0,184.0
tile_2_34,post\img\tile_2_34.jpg,post\label\tile_2_34.json,damagedcommercialbuilding,254.0,307.0,290.0,362.0
tile_2_86,post\img\tile_2_86.jpg,post\label\tile_2_86.json,undamagedcommercialbuilding,295.0,211.0,365.0,293.0
tile_2_86,post\img\tile_2_86.jpg,post\label\tile_2_86.json,damagedcommercialbuilding,184.0,140.0,228.0,211.0
tile_2_86,post\img\tile_2_86.jpg,post\label\tile_2_86.json,damagedcommercialbuilding,91.0,66.0,171.0,130.0
tile_2_86,post\img\tile_2_86.jpg,post\label\tile_2_86.json,undamagedcommercialbuilding,215.0,451.0,264.0,511.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,undamagedresidentialbuilding,153.0,140.0,219.0,196.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,damagedresidentialbuilding,31.0,55.0,90.0,136.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,undamagedresidentialbuilding,0.0,132.0,44.0,181.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,damagedresidentialbuilding,111.0,182.0,160.0,240.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,damagedresidentialbuilding,21.0,270.0,68.0,321.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,undamagedresidentialbuilding,24.0,334.0,76.0,382.0
tile_2_99,post\img\tile_2_99.jpg,post\label\tile_2_99.json,damagedcommercialbuilding,0.0,403.0,32.0,497.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,damagedcommercialbuilding,270.0,59.0,323.0,119.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,damagedcommercialbuilding,379.0,0.0,448.0,61.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,undamagedcommercialbuilding,440.0,297.0,495.0,363.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,undamagedcommercialbuilding,56.0,231.0,100.0,276.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,undamagedcommercialbuilding,3.0,400.0,75.0,465.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,undamagedcommercialbuilding,286.0,385.0,329.0,445.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,damagedcommercialbuilding,364.0,196.0,429.0,277.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,undamagedresidentialbuilding,326.0,305.0,371.0,360.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,undamagedcommercialbuilding,129.0,61.0,188.0,131.0
tile_3_101,post\img\tile_3_101.jpg,post\label\tile_3_101.json,damagedcommercialbuilding,178.0,0.0,234.0,79.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,undamagedresidentialbuilding,277.0,309.0,319.0,355.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,damagedcommercialbuilding,447.0,411.0,510.0,470.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,undamagedcommercialbuilding,421.0,362.0,463.0,403.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,damagedcommercialbuilding,323.0,479.0,360.0,511.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,undamagedcommercialbuilding,214.0,480.0,245.0,511.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,damagedcommercialbuilding,7.0,410.0,64.0,460.0
tile_3_110,post\img\tile_3_110.jpg,post\label\tile_3_110.json,undamagedcommercialbuilding,11.0,472.0,44.0,508.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,372.0,181.0,430.0,237.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,394.0,125.0,455.0,199.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,407.0,104.0,482.0,155.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,448.0,67.0,504.0,120.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,490.0,40.0,511.0,79.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,254.0,144.0,314.0,206.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,290.0,114.0,356.0,182.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,310.0,77.0,366.0,130.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,340.0,39.0,394.0,101.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,368.0,7.0,413.0,51.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,393.0,0.0,444.0,23.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,204.0,55.0,260.0,104.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,239.0,26.0,294.0,71.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,250.0,0.0,312.0,41.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,177.0,90.0,233.0,141.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,159.0,125.0,205.0,182.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,112.0,174.0,169.0,230.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,43.0,109.0,96.0,184.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,62.0,65.0,116.0,126.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,91.0,36.0,159.0,92.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,124.0,0.0,188.0,58.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,0.0,11.0,38.0,51.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,359.0,226.0,398.0,263.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,322.0,248.0,372.0,299.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,300.0,289.0,346.0,338.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,261.0,318.0,320.0,373.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,187.0,258.0,246.0,313.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,207.0,213.0,264.0,270.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,230.0,185.0,283.0,237.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,454.0,235.0,511.0,303.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,426.0,270.0,479.0,324.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,477.0,196.0,511.0,252.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,404.3548387096773,305.35483870967744,459.3548387096773,360.35483870967744
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,367.0,349.0,416.0,393.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,348.0,396.0,404.0,447.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,422.0,398.0,511.0,501.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedresidentialbuilding,485.0,347.0,511.0,411.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,153.0,356.0,230.0,435.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,193.0,394.0,274.0,471.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,275.0,453.0,341.0,511.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,86.0,299.0,156.0,370.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedresidentialbuilding,58.0,283.0,112.0,341.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,31.0,260.0,80.0,311.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,0.0,210.0,57.0,294.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,18.0,439.0,86.0,511.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,0.0,422.0,44.0,481.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,undamagedcommercialbuilding,0.0,394.0,17.0,435.0
tile_3_18,post\img\tile_3_18.jpg,post\label\tile_3_18.json,damagedcommercialbuilding,121.0,333.0,178.0,396.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,282.0,162.0,321.0,206.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,311.0,216.0,365.0,261.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,402.0,210.0,450.0,267.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,309.0,343.0,353.0,383.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,56.0,18.0,107.0,47.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,45.0,68.0,97.0,111.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,2.0,112.0,92.0,188.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,280.0,422.0,303.0,456.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,315.0,386.0,380.0,468.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,417.0,398.0,472.0,438.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,486.0,399.0,511.0,439.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,476.0,10.0,511.0,85.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,419.0,453.0,463.0,496.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,undamagedcommercialbuilding,266.0,484.0,378.0,511.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,226.0,391.0,262.0,461.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,237.0,281.0,281.0,308.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,197.0,197.0,246.0,245.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,304.0,274.0,363.0,306.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,490.0,133.0,511.0,190.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,398.0,140.0,444.0,169.0
tile_3_36,post\img\tile_3_36.jpg,post\label\tile_3_36.json,damagedcommercialbuilding,489.0,472.0,511.0,511.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedcommercialbuilding,309.0,68.0,374.0,137.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,376.0,114.0,426.0,164.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,409.0,141.0,461.0,193.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedcommercialbuilding,440.0,153.0,492.0,221.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedcommercialbuilding,481.0,185.0,511.0,259.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedcommercialbuilding,434.0,40.0,489.0,100.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedcommercialbuilding,466.0,59.0,511.0,137.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedcommercialbuilding,0.0,318.0,59.0,412.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedcommercialbuilding,32.0,148.0,96.0,218.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedcommercialbuilding,296.0,315.0,354.0,374.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedcommercialbuilding,336.0,324.0,405.0,397.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedresidentialbuilding,369.0,365.0,423.0,429.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,365.0,244.0,427.0,300.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,400.0,261.0,450.0,322.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedcommercialbuilding,425.0,298.0,479.0,360.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedresidentialbuilding,475.0,331.0,511.0,367.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,404.0,393.0,471.0,454.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,438.0,430.0,488.0,484.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,476.0,453.0,511.0,511.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,243.0,410.0,291.0,462.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,266.0,438.0,323.0,497.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,303.0,461.0,358.0,511.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,346.0,490.0,387.0,511.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedresidentialbuilding,270.0,165.0,334.0,226.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,247.0,198.0,310.0,257.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,undamagedresidentialbuilding,224.0,234.0,284.0,291.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,199.0,265.0,257.0,323.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,181.0,303.0,233.0,361.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,140.0,348.0,203.0,397.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,114.0,373.0,180.0,432.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,91.0,408.0,165.0,460.0
tile_3_95,post\img\tile_3_95.jpg,post\label\tile_3_95.json,damagedresidentialbuilding,71.0,449.0,135.0,507.0
tile_66_100,post\img\tile_66_100.jpg,post\label\tile_66_100.json,damagedresidentialbuilding,151.0,1.0,242.0,65.0
tile_66_100,post\img\tile_66_100.jpg,post\label\tile_66_100.json,damagedresidentialbuilding,296.0,0.0,327.0,27.0
tile_66_100,post\img\tile_66_100.jpg,post\label\tile_66_100.json,damagedresidentialbuilding,133.0,63.0,174.0,116.0
tile_66_100,post\img\tile_66_100.jpg,post\label\tile_66_100.json,damagedresidentialbuilding,382.0,102.0,397.0,130.0
tile_66_100,post\img\tile_66_100.jpg,post\label\tile_66_100.json,damagedcommercialbuilding,475.0,0.0,511.0,48.0
tile_66_101,post\img\tile_66_101.jpg,post\label\tile_66_101.json,undamagedcommercialbuilding,0.0,0.0,165.0,109.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,217.0,140.0,267.0,194.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedcommercialbuilding,419.0,300.0,481.0,376.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,undamagedresidentialbuilding,267.0,175.0,318.0,227.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,undamagedresidentialbuilding,110.0,263.0,180.0,347.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,undamagedresidentialbuilding,223.0,271.0,294.0,348.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,312.0,341.0,376.0,412.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,369.0,134.0,428.0,199.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,undamagedcommercialbuilding,255.0,0.0,369.0,98.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,undamagedcommercialbuilding,183.0,19.0,264.0,79.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,158.0,120.0,202.0,166.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,48.0,50.0,72.0,81.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,92.0,84.0,141.0,134.0
tile_66_103,post\img\tile_66_103.jpg,post\label\tile_66_103.json,damagedresidentialbuilding,36.0,85.0,84.0,131.0
tile_66_110,post\img\tile_66_110.jpg,post\label\tile_66_110.json,damagedresidentialbuilding,68.0,478.0,103.0,511.0
tile_66_110,post\img\tile_66_110.jpg,post\label\tile_66_110.json,damagedresidentialbuilding,148.0,494.0,195.0,511.0
tile_66_110,post\img\tile_66_110.jpg,post\label\tile_66_110.json,damagedresidentialbuilding,378.0,384.0,435.0,450.0
tile_66_110,post\img\tile_66_110.jpg,post\label\tile_66_110.json,damagedresidentialbuilding,467.0,417.0,511.0,464.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,damagedresidentialbuilding,162.0,282.0,221.0,345.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,undamagedresidentialbuilding,277.0,219.0,376.0,283.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,damagedresidentialbuilding,368.0,310.0,419.0,357.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,damagedresidentialbuilding,378.0,242.0,425.0,277.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,undamagedresidentialbuilding,335.0,123.0,398.0,172.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,damagedresidentialbuilding,83.0,17.0,130.0,86.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,undamagedresidentialbuilding,63.0,224.0,122.0,268.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,damagedresidentialbuilding,0.0,183.0,37.0,249.0
tile_66_111,post\img\tile_66_111.jpg,post\label\tile_66_111.json,damagedresidentialbuilding,279.0,337.0,319.0,377.0
tile_66_112,post\img\tile_66_112.jpg,post\label\tile_66_112.json,undamagedcommercialbuilding,210.0,354.0,383.0,488.0
tile_66_112,post\img\tile_66_112.jpg,post\label\tile_66_112.json,damagedresidentialbuilding,0.0,318.0,67.0,393.0
tile_66_112,post\img\tile_66_112.jpg,post\label\tile_66_112.json,damagedresidentialbuilding,64.0,39.0,112.0,144.0
tile_66_112,post\img\tile_66_112.jpg,post\label\tile_66_112.json,undamagedresidentialbuilding,184.0,100.0,251.0,169.0
tile_66_112,post\img\tile_66_112.jpg,post\label\tile_66_112.json,damagedresidentialbuilding,356.0,112.0,416.0,188.0
tile_66_112,post\img\tile_66_112.jpg,post\label\tile_66_112.json,undamagedresidentialbuilding,451.0,206.0,511.0,286.0
tile_66_127,post\img\tile_66_127.jpg,post\label\tile_66_127.json,undamagedresidentialbuilding,387.0,136.0,436.0,190.0
tile_66_127,post\img\tile_66_127.jpg,post\label\tile_66_127.json,damagedresidentialbuilding,412.0,335.0,460.0,380.0
tile_66_127,post\img\tile_66_127.jpg,post\label\tile_66_127.json,damagedresidentialbuilding,416.0,283.0,460.0,334.0
tile_66_127,post\img\tile_66_127.jpg,post\label\tile_66_127.json,damagedresidentialbuilding,428.0,252.0,474.0,279.0
tile_66_127,post\img\tile_66_127.jpg,post\label\tile_66_127.json,damagedresidentialbuilding,448.0,219.0,487.0,251.0
tile_66_132,post\img\tile_66_132.jpg,post\label\tile_66_132.json,undamagedcommercialbuilding,57.0,20.0,124.0,92.0
tile_66_132,post\img\tile_66_132.jpg,post\label\tile_66_132.json,undamagedcommercialbuilding,242.0,361.0,384.0,450.0
tile_66_132,post\img\tile_66_132.jpg,post\label\tile_66_132.json,undamagedcommercialbuilding,379.0,317.0,468.0,377.0
tile_66_132,post\img\tile_66_132.jpg,post\label\tile_66_132.json,damagedcommercialbuilding,452.0,267.0,505.0,321.0
tile_66_136,post\img\tile_66_136.jpg,post\label\tile_66_136.json,undamagedresidentialbuilding,188.0,38.0,239.0,82.0
tile_66_136,post\img\tile_66_136.jpg,post\label\tile_66_136.json,undamagedresidentialbuilding,106.0,59.0,155.0,109.0
tile_66_136,post\img\tile_66_136.jpg,post\label\tile_66_136.json,undamagedresidentialbuilding,365.0,241.0,432.0,302.0
tile_66_136,post\img\tile_66_136.jpg,post\label\tile_66_136.json,damagedresidentialbuilding,0.0,306.0,44.0,385.0
tile_66_143,post\img\tile_66_143.jpg,post\label\tile_66_143.json,damagedresidentialbuilding,279.0,347.0,367.0,449.0
tile_66_143,post\img\tile_66_143.jpg,post\label\tile_66_143.json,undamagedresidentialbuilding,356.4594594594595,236.8378378378378,426.4594594594595,335.83783783783764
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,damagedcommercialbuilding,252.0,141.0,316.0,181.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,damagedcommercialbuilding,177.0,163.0,226.0,200.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,damagedcommercialbuilding,220.0,302.0,254.0,337.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,undamagedcommercialbuilding,104.0,199.0,143.0,231.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,damagedresidentialbuilding,49.0,183.0,99.0,230.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,undamagedresidentialbuilding,18.0,152.0,60.0,192.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,undamagedresidentialbuilding,129.0,289.0,160.0,331.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,undamagedresidentialbuilding,92.0,261.0,135.0,312.0
tile_66_96,post\img\tile_66_96.jpg,post\label\tile_66_96.json,undamagedresidentialbuilding,75.0,252.0,126.0,301.0
